sortID,common,spp,sex,N,meanMass,sDev,minMass,maxMass,season,location,citationNumber, 
5995,Mew Gull,Larus canus brachyrhynchus,M,16,409,25.8,,,,"British Columbia, Canada",817,
5996,,Larus canus brachyrhynchus,F,8,368,,,,,,,
5997,Audouin's Gull,Larus audouinii,B,37,535,,451,660,,Spain,1023,
5998,,,,,,,,,,,,
5999,Ring-billed Gull,Larus delawarensis,M,48,566,42,495,650,B,"Ontario, Canada",1034,
6000,,Larus delawarensis,F,51,471,46,375,590,,,,
6001,Kelp Gull,Larus dominicanus,M,13,1050,,950,1130,,New Zealand,515a,
6002,,Larus dominicanus,F,15,832,,540,970,,,,
6003,Kelp Gull,Larus dominicanus,U,30,989,,760,1230,,South Africa; Namibia,1036,
6004,,,,,,,,,,,,
6005,California Gull,Larus californicus albertaensis,M,32,841,103,653,1045,,,288,
6006,,Larus californicus albertaensis,F,19,710,91.2,568,903,,,,
6007,California Gull,Larus californicus californicus,M,64,657,85.3,490,885,,,288,
6008,,Larus californicus californicus,F,84,556,53.4,432,695,,,,
6009,Great Black-backed Gull,Larus marinus,M,116,1829,,1380,2272,B,North Atlantic Ocean,62,
6010,,Larus marinus,F,93,1488,,1033,2085,,,,
6011,Glaucous-winged Gull,Larus glaucescens,M,306,1180,71.5, , ,B, ,1251,
6012,,Larus glaucescens,F,331,946,66.2,,,,,,
6013,Western Gull,Larus occidentalis occidentalis,M,15,1136,47, , ,,"Farallon Islands, California USA",930,
6014,,Larus occidentalis occidentalis,F,21,879,78,,,,,,
6015,Western Gull,Larus occidentalis wymani,M,60,931,136,,,,"Santa Clara, California, USA",930,
6016,,Larus occidentalis wymani,F,35,780,57.6,,,,,,
6017,Yellow-footed Gull,Larus livens,U,2,1322,,1173,1470,,"Sonora, Mexico",314,
6018,,,,,,,,,,,,
6019,Glaucous Gull,Larus hyperboreus,M,39,1576,121,1280,1820, ,Iceland ,223,
6020, , Larus hyperboreus,F,26,1249,107,1070,1430, ,,,
6021,Glaucous Gull,Larus hyperboreus,M,5,1855,,1600,2060,,"Coats Is., Canada",417,
6022,,Larus hyperboreus,F,7,1497,,1250,1690,,,,
6023,Iceland Gull,Larus glaucoides ,M,1,863,,,,,Britain,515,
6024,,, ,,,,,,,,,
6025,Iceland Gull,Larus glaucoides kumlieni,U,1,557,,,,PB,"Alaska, USA",230,
6026,,,,,,,,,,,,
6027,Thayer's Gull,Larus thayeri,M,5,1021,,940,1100,,"Ellesmere Is., Canada",1126,
6028,,Larus thayeri,F,3,870,,820,900,,,,
6029,Herring Gull,Larus argentatus,M,169,1147,77.7,973,1143,B,"Massachusetts, USA",931,
6030,,Larus argentatus,F,246,1023,106,718,1385,,,,
6031,Herring Gull,Larus argentatus vegae,M,12,1199,,987,1775,,"Hopei, China",1087,
6032,,Larus argentatus vegae,F,11,1007,,688,1250,,,,
6033,Yellow-legged Gull,Larus cachinnans michahellis,M,80,1275,98,1040,1500,,France,223,
6034,,Larus cachinnans michahellis,F,80,1033,92,800,1400,,,,
6035,Yellow-legged Gull,Larus cachinnans mongolicus,M,4,1164,,1075,1250,,Mongolia,926,
6036,,Larus cachinnans mongolicus,F,9,997,,850,1150,,,,
6037,Armenian Gull,Larus armenicus,B,3,867,,850,900,,,1130,
6038,,,,,,,,,,,,
6039,Lesser Black-backed Gull,Larus fuscus graellsii,M,22,880,61,770,1000,,"Britain, UK",223,
6040,,Larus fuscus graellsii,F,31,755,58,620,908,,,,
6041,Lesser Black-backed Gull,Larus fuscus fuscus,M,52,768,59.9,670,945,,Norway,223,
6042,,Larus fuscus fuscus,F,64,662,64.4,545,840,,,,
6043,Great Black-headed Gull,Larus ichthyaetus,M,8,1599,,1130,2000,,USSR; Pakistan; Mongolia ,223,
6044,,Larus ichthyaetus,F,11,1189,,950,1500,,,,
6045,Slaty-backed Gull,Larus schistisagus,B,7,1323,,1100,1694,,"Alaska, USA; Japan","415, 1149, 1275",
6046,,,,,,,,,,,,
6047,Brown-headed Gull,Larus brunnicephalus,M,4,633,,550,714,,"Hopei, China",1087,
6048,,Larus brunnicephalus,F,3,512,,450,626,,,,
6049,Gray-hooded Gull,Larus cirrocephalus,B,6,312,,255,360,,Kenya; Tanzania; South Africa,223,
6050,,,,,,,,,,,,
6051,Gray-hooded Gull,Larus cirrocephalus,U,2,450,,440,460,,South America,362,
6052,,,,,,,,,,,,
6053,Hartlaub's Gull,Larus hartlaubii,B,18,292,,235,340,,South Africa,1243a,
6054,,, ,,,,,,,,,
6055,Silver Gull,Larus novaehollandiae,M,15,313,51.9,220,397,,southeast Australia,515a,
6056,,Larus novaehollandiae,F,14,264,34.1,195,320,,,,
6057,Red-billed Gull,Larus novaehollandiae scopulinus,M,10,292,41.8,237,355,,New Zealand,515a,
6058,,Larus novaehollandiae scopulinus,F,3,217,,211,225,,,,
6059,Black-billed Gull,Larus bulleri,M,7,243,,195,277,,New Zealand,515a,
6060,,Larus bulleri,F,9,218,,109,260,,,,
6061,Brown-hooded Gull,Larus maculipennis,B,8,339,,275,454,,Brazil; Argentina; Chile,"63, 546, 1082",
6062,,,,,,,,,,,,
6063,Black-headed Gull,Larus ridibundus,U,324,284,24.6,195,327,B,Netherlands,223,
6064,,,,,,,,,,,,
6065,Slender-billed Gull,Larus genei,B,18,281,,223,350,,Iran; Saudi Arabia; former USSR,223,
6066,,,,,,,,,,,,
6067,Bonaparte's Gull,Chroicocephalus philadelphia ,M,58,222,12.1, , ,F,"New Brunswick, Canada",153,
6068,,Chroicocephalus philadelphia ,F,84,200,12.6,,,,,,
6069,Saunder's Gull,Larus saundersi,M,5,198, ,170,220,,"Hopei & Tsingtao, China","1087, 1088",
6070,,,,,,,,,,,,
6071,Andean Gull,Larus serranus,M,1,478,,,,,,1042,
6072,,,,,,,,,,,,
6073,Mediterranean Gull,Larus melanocephalus,U,2,256,,232,280,,,1130,
6074,,,,,,,,,,,,
6075,Relict Gull,Larus relictus,M,5,519,,,,,,638,
6076,,Larus relictus,F,6,463,,,,,,,
6077,Lava Gull,Larus fuliginosus,U,1,380,,,,,Galapagos Islands,71b,
6078,,,,,,,,,,,,
6079,Laughing Gull,Leucophaeus atricilla,M,37,327,25,249,366, ,"Florida, USA",152,
6080,,Leucophaeus atricilla,F,33,289,41,203,371,,,,
6081,Franklin's Gull,Leucophaeus pipixcan,U,40,280,9.7,220,335,B,"Minnesota, USA",223,
6082,,,,,,,,,,,,
6083,Little Gull,Larus minutus,U,87,118,,88,162,Sp,"Britain, UK",515,
6084,,,,,,,,,,,,
6085,Ivory Gull,Pagophila eburnea,U,14,550,43.1,472,605,PB,Russia,476,
6086,,,,,,,,,,,,
6087,Ross' Gull,Rhodostethia rosea,U,19,187,9.5,170,210,PB,"Alaska, USA",1149,
6088,,,,,,,,,,,,
6089,Sabine's Gull,Xema sabini,B,23,198,,176,214,B,Canada,264,
6090,,, , , ,, , ,,,,
6091,Swallow-tailed Gull,Creagrus furcatus,B,17,687,,610,780,B,Galapagos Islands,483,
6092,,,,,,,,,,,,
6093,Red-legged Kittiwake,Rissa brevirostris,B,188,377,34.6,296,489, ,"Alaska, USA",159a,
6094,,, , , , , , ,,,,
6095,Black-legged Kittiwake,Rissa tridactyla,M,223,421,,305,512,B,North Atlantic Ocean,62,
6096,,Rissa tridactyla,F,183,394,,305,525,,,,
6097,Black-legged Kittiwake,Rissa tridactyla,U,198,434,51,316,580,,"Alaska, USA",159a,
6098,,,,,,,,,,,,
6099,,,,,,,,,,,,
6101,Lesser Noddy,Anous tenuirostris,U,199,112,8.9, , ,,"Pelsaert Island, Australia",515a,
6102,,,,,,,,,,,,
6103,Brown Noddy,Anous stolidus stolidus,M,191,178,12.1,151,221,,"Culebra, Puerto Rico",180,
6104,,Anous stolidus stolidus,F,186,167,11.9,142,201,,,,
6105,Brown Noddy,Anous stolidus pileatus,B,335,189,14.5,154,232,,Hawaiian Islands,180,
6106,,,,,,,,,,,,
6107,Black Noddy,Anous minutus,U,36,116,9.3,98,130,B,Ascension Island,23,
6108,,,,,,,,,,,,
6109,Black Noddy,Anous minutus marcusi,U,158,109,9,88,133,,Hawaiian Islands,408,
6110,,,,,,,,,,,,
6111,Blue Noddy,Procelsterna cerulea,U,52,53,7.21,46,65,,Hawaiian Islands,486,
6112,,,,,,,,,,,,
6113,Gray Noddy,Procelsterna albivitta,B,11,72.2,,57,77,,Kermandec Island,515a,
6114,,,,,,,,,,,,
6115,White Tern,Gypis alba ,U,109,111,10.4,92,139,,Hawaiian Islands,486,
6116,,,,,,,,,,,,
6117,Sooty Tern ,Onychoprion fuscatus,B,106,175,13.7,142,224,,"Florida, USA  ",29,
6118,,,,,,,,,,,,
6119,Sooty Tern ,Onychoprion fuscatus oahuensis,U,225,208,22.3,,,,"Johnston Atoll, Hawaiian Is.",1061,
6120,,,,,,,,,,,,
6121,Sooty Tern ,Onychoprion fuscatus nubilosus,U,248,176,19.7,,,,Christmas Island,1061,
6122,,,,,,,,,,,,
6123,Gray-backed Tern ,Onychoprion lunatus,U,83,146,9.1,115,177,,Hawaiian Islands,486,
6124,,,,,,,,,,,,
6125,Black-fronted Tern ,Onychoprion albostriatus,B,6,94.7,,81,105,,New Zealand,515a,
6126,,,,,,,,,,,,
6127,Bridled Tern ,Onychoprion anaethetus ,U,69,95.6,6.6,,,,Seychelles ,223,
6128,,     antarctica,,,,,,,,,,
6129,Bridled Tern,Onychoprion anaethetus,M,31,136,11.9,116,168,,oceans off southeast USA,475,
6130,,Onychoprion anaethetus,F,38,131,9.7,115,155,,,,
6131,Aleutian Tern ,Onychoprion aleuticus,U,16,120,12.4,83.4,140,,"Alaska, USA",1149,
6132,,,,,,,,,,,,
6133,Little Tern ,Sternula albifrons,B,30,57,,50,63,,"Scotland, UK",223,
6134,,,,,,,,,,,,
6135,Saunder's Tern,Sternula saundersi,F,3,42.3,,40,45,,,1243a,
6136,,,,,,,,,,,,
6137,Least Tern,Sternula antillarum antillarum,M,75,46.9,3.2,41,54,B,"Massachusetts, USA",1217,
6138,,Sternula antillarum antillarum,F,73,49.3,3.8,40,62,,,,
6139,Least Tern,Sternula antillarum athalassos,M,40,43.1,2.5,38,49,,interior USA,1217,
6140,,Sternula antillarum athalassos,F,54,44.4,2.6,38,50,,,,
6141,Yellow-billed Tern,Sternula superciliaris,B,29,46.4,,40,57,,Suriname,359,
6142,,,,,,,,,,,,
6143,Large-billed Tern ,Phaetusa simplex,B,10,235,,212,275,,Suriname; Brazil; Argentina,"63, 498, 1042",
6144,,,,,,,,,,,,
6145,Gull-billed Tern,Gelochelidon nilotica nilotica,B,12,233,27.3,189,292,PB,Netherlands,223,
6146,,,,,,,,,,,,
6147,Gull-billed Tern,Gelochelidon nilotica aranea,B,6,170,,160,184,B,"Virginia, USA",314,
6148,,,,,,,,,,,,
6149,Gull-billed Tern,Gelochelidon nilotica macrotarsa,U,24,264,32.2,188,360,,Australia ,515a,
6150,,,,,,,,,,,,
6151,Gull-billed Tern,Gelochelidon nilotica affinis,B,21,217,,178,320,,China,515a,
6152,,,,,,,,,,,,
6153,Caspian Tern ,Hydroprogne caspia,U,84,655,,574,782,B,"Texas, USA",951,
6154,,,,,,,,,,,,
6155,Inca Tern ,Larosterna inca,B,105,219,,,,,Peru; Chile,1249,
6156,,,,,,,,,,,,
6157,Black Tern,Chlidonias niger,U,36,65.3,4.6,60.3,74.1,B,"Ontario, Canada",314,
6158,,,,,,,,,,,,
6159,White-winged Tern ,Chlidonias leucopterus,U,110,54.2,4.9,42,66,,South Africa,223,
6160,,,,,,,,,,,,
6161,White-winged Tern ,Chlidonias leucopterus,U,110,54.2,4.9,42,66,,South Africa,223,
6162,,,,,,,,,,,,
6163,Whiskered Tern ,Chlidonias hybrida,M,17,90,7.3,80,110,,Australia ,515a,
6164,,Chlidonias hybrida,F,14,77.8,10.7,60,96,,,,
6165,Roseate Tern ,Sterna dougallii,U,160,112,73.4,97,128,,"New York, USA",433,
6166,,,,,,,,,,,,
6167,Black-naped Tern ,Sterna sumatrana,B,17,106,,97,120,,Fiji,515a,
6168,,, ,,,,,,,,,
6169,White-fronted Tern ,Sterna striata,B,17,129,,103,160,,New Zealand,515a,
6170,,, , , ,, , ,,,,
6171,South American Tern,Sterna hirundinacea,F,4,188,,172,199,,Brazil; Argentina,"63, 546",
6172,,,,,,,,,,,,
6173,Common Tern ,Sterna hirundo,U,265,120,,103,145,,"New York, USA",677,
6174,,,,,,,,,,,,
6175,Common Tern ,Sterna hirundo longipennis,B,37,139,,115,175,,"Tsingtao, China",1088,
6176,,,,,,,,,,,,
6177,Arctic Tern ,Sterna paradisaea,U,261,110,8.3,86,127,B,NE USA; Canada,177,
6178,,,,,,,,,,,,
6179,Antarctic Tern,Sterna vittata,B,21,139,,120,160,,Tristan da Cunha,515a,
6180,,,,,,,,,,,,
6181,Kerguelen Tern,Sterna virgata,U,9,126,,85,170,,Kerguelen Islands,515a,
6182,,,,,,,,,,,,
6183,Forster's Tern,Sterna forsteri,B,12,149,15.8,127,173,,"Oklahoma, USA",1153a,
6184,,,,,,,,,,,,
6185,Snowy-crested Tern ,Sterna trudeaui,B,2,153,,146,160,,Brazil,63,
6186,,,,,,,,,,,,
6187,Peruvian Tern ,Sterna lorata,U,1,53.8,,,,,Ecuador,1143,
6188,,,,,,,,,,,,
6189,Fairy Tern ,Sterna nereis,B,17,72.3, ,64,80,,,515a,
6190,,,,,,,,,,,,
6191,Damara Tern ,Sterna balaenarum,U,,60,,,,,,309,
6192,,,,,,,,,,,,
6193,White-cheeked Tern ,Sterna repressa,U,12,90,,78,105,,Egypt ,1243a,
6194,,,,,,,,,,,,
6195,Lesser Crested Tern,Thalasseus bengalensis,U,40,209,12.3,184,242,W,nw Australia ,515a,
6196,,, , , ,, , ,,,,
6197,Royal Tern ,Thalasseus maximus ,U,22,367,14.6,350,395,,Mauritania,223,
6198,,     albididorsalis,,,,,,,,,,
6199,Royal Tern,Thalasseus maximus maximus,U,28,470,19.7,,,,,489,
6200,,,,,,,,,,,,
6201,Great Crested Tern ,Thalasseus bergii,U,50,328,27.8,269,400,,"Victoria, Australia",515a,
6202,,,,,,,,,,,,
6203,Sandwich Tern ,Thalasseus sandvicensis,U,10,208,12.7,193,238,B,"Virginia, USA",314,
6204,,,,,,,,,,,,
,Sandwich Tern ,Thalasseus sandvicensis,U,79,220,,190,287,,"Hockey et al., 2005",,
6205,Sandwich Tern ,Thalasseus sandvicensis ,B,12,192,,176,226,,Suriname,498,
6206,,     eurygnatha,,,,,,,,,,
6207,Chinese Crested Tern,Thalasseus bernsteini,B,21,284,,240,320,,"Tsingtao, China",1088,
6208,,,,,,,,,,,,
6209,Elegant Tern ,Thalasseus elegans,U,113,260,21.3,200,325,B,"Isla Rosa, Mexico",154,
6210,,,,,,,,,,,,
6211,,,,,,,,,,,,
6213,Black Skimmer,Rynchops niger,M,56,349,25.7,260,392,B,"Texas, USA",951,
6214,,Rynchops niger,F,73,254,17.9,212,292,,,,
6215,African Skimmer,Rynchops flavirostris,B,10,164,,111,204,,,1243a,
6216,,,,,,,,,,,,
6217,,,,,,,,,,,,
6219,Dovekie,Alle alle alle,M,45,175,8.5, , ,B,"Baffin Bay, Canada",805,
6220,,Alle alle alle,F,43,167,10.1,,,,,,
6221,Dovekie,Alle alle polaris,U,56,202,56,,, ,Franz Josef Land,805,
6222,,,,,,,,,,,,
6223,Common Murre,Uria aalge,M,121,1006,80,775,1202,B,"Newfoundland, Canada",1222,
6224,,Uria aalge,F,117,979,76,815,1187,,,,
6225,Common Murre,Uria aalge californica,B,70,991, ,,,B,"California, USA",5,
6226,,, ,,,,,,,,,
6227,Thick-billed Murre,Uria lomvia,U,139,964,,,,,,1157,
6228,,,,,,,,,,,,
6229,Razorbill,Alca torda,U,549,726,48.8,570,880,,eastern Canada,523,
6230,,,,,,,,,,,,
6231,Black Guillemot,Cepphus grylle,B,58,378, ,320,440, ,"Kattegat, North Sea",157,
6232,,,,,,,,,,,,
6233,Pigeon Guillemot,Cepphus columba,B,19,530,48.1, , , ,"Alaska, USA",345,
6234,,, ,,,,,,,,,
6235,Spectacled Guillemot,Cepphus carbo,B,3,490,,415,545,,,273,
6236,,,,,,,,,,,,
6237,Marbled Murrelet,Brachyramphus marmoratus,B,74,220,,188,269,B,"British Columbia, Canada",846,
6238,,,,,,,,,,,,
6239,Long-billed Murrelet,Brachyramphus perdix,M,8,296,,258,357,,Asia,846,
6240,,,,,,,,,,,,
6241,Kittlitz's Murrelet,Brachyramphus brevirostris,U,36,234,25.5,,,,"Alaska, USA",263,
6242,,,,,,,,,,,,
6243,Xantus' Murrelet,Synthliboramphus hypoleucus,B,375,167,13,136,215,B,"California, USA",833,
6244,,,,,,,,,,,,
6245,Craveri's Murrelet,Synthliboramphus craveri,U,8,151,,,,,,29,
6246,,,,,,,,,,,,
6247,Ancient Murrelet,Synthliboramphus antiquus,B,185,207,12.5,175,235,B,"Queen Charlotte Is., Canada",406,
6248,,,,,,,,,,,,
6249,Ancient Murrelet,Synthliboramphus antiquus,B,46,229,,185,280,B,"Tsingtao, China",1088,
6250,,,,,,,,,,,,
6251,Japanese Murrelet,Synthliboramphus wumizusume,U,1,198,,,, , ,662,
6252,,,,,,,,,,,,
6253,Cassin's Auklet,Ptychoramphus aleuticus ,U,520,184, ,,,PB,"Farallon Is., California, USA",744,
6254,,,,,,,,,,,,
6255,Parakeet Auklet,Aethia psittacula,M,21,273,19.9,238,304,,"Alaska, USA",607,
6256,,Aethia psittacula,F,11,267,16.8,242,292,,,,
6257,Crested Auklet,Aethia cristatella,M,179,268,17.1,227,322,B,"St. Lawrence Is., Alaska, USA",606,
6258,,Aethia cristatella,F,229,251,17.6,211,300,,,,
6259,Whiskered Auklet,Aethia pygmaea,U,230,112,7,92,132,B,"Alaska, USA",547,
6260,,,,,,,,,,,,
6261,Least Auklet,Aethia pusilla,U,457,84,7,72,98,,,262,
6262,,,,,,,,,,,,
6263,Rhinoceros Auklet,Cerorhinca monocerata,M,20,510,49,441,569,B,"British Columbia, Canada",407,
6264,,Cerorhinca monocerata,F,25,456,45,389,616,,,,
6265,Atlantic Puffin,Fratercula arctica ,U,165,381,29.9,,,B,"Britain, UK",484,
6266,,,,,,,,,,,,
6267,Atlantic Puffin,Fratercula arctica ,U,923,923,480,39,,B,"Labrador, Canada",723,
6268,,,,,,,,,,,,
6269,Horned Puffin,Fratercula corniculata,M,210,556,45.6,,,B,,924,
6270,,Fratercula corniculata,F,219,517,44.6,,,,,,
6271,Tufted Puffin,Fratercula cirrhata,M,483,806,61.8,,,B,,924a,
6272,,Fratercula cirrhata,F,493,744,57.5,,,,,,
6273,,,,,,,,,,,,
6275,Tibetan Sandgrouse,Syrrhaptes tibetanus,B,,,,299,395,,,734,
6276,,,,,,,,,,,,
6277,Pallas' Sandgrouse,Syrrhaptes paradoxus,M,8,274,,255,300, ,Mongolia,926,
6278,,Syrrhaptes paradoxus,F,6,240,,180,270,,,,
6279,Pin-tailed Sandgrouse,Pterocles alchata,M,, ,,250,408,,,734,
6280,,Pterocles alchata,F,, ,,207,274,,,,
6281,Namaqua Sandgrouse,Pterocles namaqua,U,32,177,,143,193,,,133,
6282,,,,,,,,,,,,
6283,Chestnut-bellied Sandgrouse,Pterocles exustus,M,,,,170,295,, ,734,
6284,,Pterocles exustus,F,,,,140,241,,,,
6285,Spotted Sandgrouse,Pterocles senegallus,M,2,272,,264,280,,Morocco; Iraq,223,
6286,,Pterocles senegallus,F,1,255,,,,,,,
6287,Black-bellied Sandgrouse,Pterocles orientalis,M,9,428,,400,460,F,Kazakhstan,223,
6288,,Pterocles orientalis,F,11,383,,300,420,,,,
6289,Yellow-throated Sandgrouse,Pterocles gutturalis,B,9,338,,285,400,,eastern Africa,120,
6290,,,,,,,,,,,,
6291,Crowned Sandgrouse,Pterocles coronatus,M,1,300,,,,,Morocco,223,
6292,,, ,,,,,,,,,
6293,Black-faced Sandgrouse,Pterocles decoratus,M, , ,,160,216,,,734,
6294,,Pterocles decoratus,F,,,,149,210,,,,
6295,Lichtenstein's Sandgrouse,Pterocles lichtensteinii,M, , ,,175,250,, ,734,
6296,,Pterocles lichtensteinii,F,,,,190,230,,,,
6297,Double-banded Sandgrouse,Pterocles bicinctus,B,28,237,,210,280,,,1243a,
6298,,,,,,,,,,,,
6299,Four-banded Sandgrouse,Pterocles quadricinctus,M,1,160,,,,,Senegal,1143,
6300,,Pterocles quadricinctus,F,1,200,,,,,,,
6301,Painted Sandgrouse,Pterocles indicus,M,,,,166,208,,,734,
6302,,Pterocles indicus,F,,,,166,176,,,,
6303,Burchell's Sandgrouse,Pterocles burchelli,M,  , ,,180,200,,,734,
6304,,Pterocles burchelli,F,,,,160,185,,,,
6305,,,,,,,,,,,,
6307,Rock Pigeon,Columba livia,M,41,369,38.6,,,B,"Kansas, USA",603,
6308,,Columba livia,F,37,340,34.7,,,,,,
6309,Hill Pigeon,Columba rupestris,M,17,252,,180,305,,"Hopei, China",1087,
6310,,Columba rupestris,F,10,239,,201,262,,,,
6311,Snow Pigeon,Columba leuconota leuconota,M,3,,,277,300,,,7,
6312,,Columba leuconota leuconota,F,3,,,255,307,,,,
6313,Speckled Pigeon,Columba guinea,B,14,352,,307,371,B,Ethiopia ,1320,
6314,,,,,,,,,,,,
6315,White-collared Pigeon,Columba albitorques,B,2,277,,262,292,,,1243a,
6316,,,,,,,,,,,,
6317,Stock Pigeon,Columba oenas,M,12,302,18.8,280,334,B,,223,
6318,,Columba oenas,F,7,280,16.2,254,302,,,,
6319,Pale-backed Pigeon,Columba eversmanni,B,12,202,,183,234, ,Afghanistan; India ,223,
6320,,,,,,,,,,,,
6321,Common Wood-pigeon,Columba palumbus,B,518,490,,284,614,Y,,223,
6322,,,,,,,,,,,,
6323,Trocaz Pigeon,Columba trocaz,M,,,,420,520,,Maderia Island,414,
6324,,Columba trocaz,F,,,,390,440,,,,
6325,Afep Pigeon,Columba unicincta,M,5,423,,357,490,,,1243a,
6326,,Columba unicincta,F,3,358,,356,360,,,,
6327,African Olive Pigeon,Columba arquatrix,U,53,400,,226,489,,South Africa,1036,
6328,,,,,,,,,,,,
6329,Maroon Pigeon,Columba thomensis,M,2,525,,520,530,,,1243a,
6330,,Columba thomensis,F,1,350,,,,,,,
6331,White-naped Pigeon,Columba albinucha,U,1,325,,,,,,120,
6332,,,,,,,,,,,,
6333,Ashy Wood-pigeon,Columba pulchricollis,U,,330,,,,,,414,
6334,,,,,,,,,,,,
6335,Nilgiri Wood-pigeon,Columba elphinstonii,U,1,379,,,,, ,7,
6336,,,,,,,,,,,,
6337,Pale-capped Pigeon,Columba punicea,U,,,,370,510,,,7,
6338,,,,,,,,,,,,
6339,Andaman Wood-pigeon,Columba palumboides,M,1,520,,,,,India ,7,
6340,,,,,,,,,,,,
6341,Japanese Wood-pigeon,Columba janthina,U,,397,,,,,Japan,339,
6342,,,,,,,,,,,,
6343,Metallic Wood-pigeon,Columba vitiensis,B,13,353,39.8,268,415,,Fiji,1196c,
6344,,, , , ,, , ,,,,
6345,White-headed Wood-pigeon,Columba leucomela,B,16,420,,218,500,,eastern Australia ,515a,
6346,,, , , ,, , , ,,,
6347,Yellow-legged Pigeon,Columba pallidiceps,M,1,459,,,,,New Britain,427,
6348,,,,,,,,,,,,
6349,White-crowned Pigeon,Patagioenas leucocephala,M,24,253,31, , ,,"Florida, USA",37,
6350,,Patagioenas leucocephala,F,30,230,14, , ,,,,
6351,White-crowned Pigeon,Patagioenas leucocephala,B,55,238, ,,,,Cuba,37,
6352,,, , , , ,,,,,,
6353,Scaly-naped Pigeon,Patagioenas squamosa,B,11,312,49.5,235,388,,Cuba; Puerto Rico; Bonaire,19,
6354,,,,,,,,,,,,
6355,Scaled Pigeon,Patagioenas speciosa,M,13,262,11.5,,,,Panama,489,
6356,,Patagioenas speciosa,F,6,255,,,,,,,
6357,Picazuro Pigeon,Patagioenas picazuro,B,5,279,,210,402,,Argentina; Brazil,"63, 362, 1040",
6358,,,,,,,,,,,,
6359,Bare-eyed Pigeon,Patagioenas corensis,U,,,,262,283,,,414,
6360,,,,,,,,,,,,
6361,Spot-winged Pigeon,Patagioenas maculosa,M,4,347,,308,345,,,"63, 841",
6362,,,,,,,,,,,,
6363,Band-tailed Pigeon,Patagioenas fasciata fasciata,M,5888,353,,270,460,,"Colorado, USA",111,
6364,,Patagioenas fasciata fasciata,F,5291,332,,226,424,,,,
6365,Band-tailed Pigeon,Patagioenas fasciata monilis,M,1880,398,,300,515,,"California, USA",111,
6366,,Patagioenas fasciata monilis,F,942,386,,300,470,,,,
6367,Ring-tailed Pigeon,Patagioenas caribaea,U,,250,,,,,,348,
6368,,,,,,,,,,,,
6369,Pale-vented Pigeon,Patagioenas cayennensis,U,10,229,,197,254,,Suriname,498,
6370,,,,,,,,,,, ,
6371,Red-billed Pigeon,Patagioenas flavirostris,B,30,261,31.2,206,343,, ,721,
6372,,,,,,,,,,,,
6373,Red-billed Pigeon,Patagioenas flavirostris ,B,5,281,,234,308,,"Tres Marias Islands, Mexico",440,
6374,,,,,,,,,,,,
6375,Peruvian Pigeon,Patagioenas oenops,U,,,,250,280,,,414,
6376,,,,,,,,,,,,
6377,Plain Pigeon,Patagioenas inornata,M,1,365,,,,,Cuba,19,
6378,,,,,,,,,,,,
6379,Plumbeous Pigeon,Patagioenas plumbea,M,6,170,,155,187,,Suriname,498,
6380,,Patagioenas plumbea,F,6,188,,157,206,,,,
6381,Short-billed Pigeon,Patagioenas nigrirostris,B,5,176,,128,236,,Panama; Mexico,"155, 489, 1197",
6382,,,,,,,,,,,,
6383,Ruddy Pigeon,Patagioenas subvinacea,M,7,176,,,,,,"370, 489, 861",
6384,,Patagioenas subvinacea,F,4,150,,,,,,,
6385,Delegorgue's Pigeon,Columba delegorguei,F,1,133,,,,,,120,
6386,,,,,,,,,,,,
6387,Bronze-winged Pigeon,Columba iriditorques,M,15,130,8,,,,,1243a,
6388,,Columba iriditorques,F,18,122,10,,,,,,
6389,Lemon Dove,Columba larvata,U,3,155,,147,163,,,1014,
6390,,,,,,,,,,,,
6391,Pink Pigeon,Nesoenas mayeri,M,33,315,43.1,240,410,,,183,
6392,,Nesoenas mayeri,F,29,291,38.2,213,369,,,,
6393,Eurasian Turtle-Dove,Streptopelia turtur,U,246,132,,85,170,F,Portugal,223,
6394,,,,,,,,,,,,
6395,Dusky Turtle-Dove,Streptopelia lugens,U,20,155,10.8,136,169,,Ethiopia,1238,
6396,,,,,,,,,,,,
6397,Adamawa Turtle-Dove,Streptopelia hypopyrrha,U,17,162,,135,181,,Nigeria,777,
6398,,,,,,,,,,,,
6399,Oriental Turtle-Dove,Streptopelia orientalis,M,30,238,,175,323,,"Hopei, China",1087,
6400,,Streptopelia orientalis,F,21,228,,192,280,,,,
6401,Island Turtle-Dove,Streptopelia bitorquata,B,12,153,,140,174,,Philippines,"437, 954, 983",
6402,,,,,,,,,,,,
6403,Eurasian Collared-Dove,Streptopelia decaocto,M,87,152,11.6,115,184,Y,India,223,
6404,,Streptopelia decaocto,F,80,146,10.3,113,176,,,,
6405,African Collared-Dove,Streptopelia roseogrisea,B,4,155,,135,172,,Chad; Niger,223,
6406,,,,,,,,,,,,
6407,White-winged Collared-Dove,Streptopelia reichenowi,U,14,119,,98,135,,,1243a,
6408,,,,,,,,,,,,
6409,African Mourning Dove,Streptopelia decipiens,B,5,134,,125,140,,,120,
6410,,,,,,,,,,,,
6411,Red-eyed Dove,Streptopelia semitorquata,U,20,176,,145,275,,,133,
6412,,,,,,,,,,,,
6413,Ring-necked Dove,Streptopelia capicola,U,50,142,,92,188,,,133,
6414,,,,,,,,,,,,
6415,Vinaceous Dove,Streptopelia vinacea,B,7,110,,85,122,,,"120, 777",
